"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico."
"Informacion sujeta a cambios. Archivo generado el 2020-02-14 a las 14:17:43 (tiempo del centro de Mexico)."
"Sismicidad del 2017-01-01 al 2018-01-01, todas las magnitudes, todas las profundidades, en todo el pais."
"Total: 26645 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
2017-01-01,13:38:35,3.8,19.845,-104.439,43.5,"11 km al NOROESTE de AUTLAN DE NAVARRO, JAL",2017-01-01,19:38:35,revisado
2017-01-01,13:46:14,3.3,16.3685,-98.2808,12.3,"25 km al OESTE de PINOTEPA NACIONAL, OAX",2017-01-01,19:46:14,revisado
2017-01-01,14:00:23,3.1,16.4307,-98.443,14.3,"28 km al SUR de OMETEPEC, GRO",2017-01-01,20:00:23,revisado
2017-01-01,14:21:28,3.7,17.4297,-94.6648,140.0,"59 km al SURESTE de SAYULA DE ALEMAN, VER",2017-01-01,20:21:28,revisado
2017-01-01,14:35:54,3.6,17.6035,-97.1562,61.2,"37 km al SURESTE de TEPELMEME, OAX",2017-01-01,20:35:54,revisado
2017-01-01,14:55:03,3.2,16.5753,-98.4433,23.4,"13 km al SUROESTE de OMETEPEC, GRO",2017-01-01,20:55:03,revisado
2017-01-01,15:17:32,3.5,16.2872,-97.981,20.7,"10 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-01-01,21:17:32,revisado
2017-01-01,15:22:44,3.9,17.9648,-103.001,9.1,"71 km al OESTE de LA MIRA, MICH",2017-01-01,21:22:44,revisado
2017-01-01,15:27:07,3.3,16.607,-96.4082,45.6,"35 km al SURESTE de OCOTLAN DE MORELOS, OAX",2017-01-01,21:27:07,revisado
2017-01-01,15:54:01,3.5,17.3305,-94.5203,136.9,"73 km al SUR de MINATITLAN, VER",2017-01-01,21:54:01,revisado
2017-01-01,17:15:27,3.7,18.2108,-103.121,63.6,"63 km al SUR de COALCOMAN, MICH",2017-01-01,23:15:27,revisado
2017-01-01,17:18:23,3.8,18.2028,-103.558,2.0,"76 km al SUROESTE de COALCOMAN, MICH",2017-01-01,23:18:23,revisado
2017-01-01,18:18:24,3.6,16.2065,-96.9723,18.4,"39 km al NORTE de PUERTO ESCONDIDO, OAX",2017-01-02,00:18:24,revisado
2017-01-01,18:24:25,3.7,16.1365,-99.1493,16.2,"77 km al SURESTE de SAN MARCOS, GRO",2017-01-02,00:24:25,revisado
2017-01-01,18:33:44,3.4,16.11,-97.0462,32.5,"27 km al NORTE de PUERTO ESCONDIDO, OAX",2017-01-02,00:33:44,revisado
2017-01-01,19:15:38,3.5,15.7997,-96.973,30.1,"12 km al SURESTE de PUERTO ESCONDIDO, OAX",2017-01-02,01:15:38,revisado
2017-01-01,20:07:06,3.8,17.0638,-95.8402,66.9,"69 km al ESTE de TLACOLULA, OAX",2017-01-02,02:07:06,revisado
2017-01-01,20:07:46,3.8,14.7375,-93.0025,13.5,"73 km al SUROESTE de HUIXTLA, CHIS",2017-01-02,02:07:46,revisado
2017-01-01,20:13:11,3.7,32.4077,-114.988,5.0,"17 km al NORESTE de GPE VICTORIA(KM.43), BC",2017-01-02,02:13:11,revisado
2017-01-01,20:52:57,3.4,16.2662,-97.9798,9.6,"11 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-01-02,02:52:57,revisado
2017-01-01,21:07:20,3.8,16.9585,-94.2763,130.4,"66 km al NOROESTE de CINTALAPA, CHIS",2017-01-02,03:07:20,revisado
2017-01-01,21:53:00,3.6,14.9737,-93.4103,15.6,"76 km al SUROESTE de MAPASTEPEC, CHIS",2017-01-02,03:53:00,revisado
2017-01-01,22:22:50,4.0,15.7642,-93.5253,91.9,"35 km al OESTE de PIJIJIAPAN, CHIS",2017-01-02,04:22:50,revisado
2017-01-02,00:34:09,3.9,18.6097,-106.832,15.5,"249 km al SUROESTE de CIHUATLAN, JAL",2017-01-02,06:34:09,revisado
2017-01-02,01:16:36,3.9,16.5817,-98.437,7.4,"12 km al SUROESTE de OMETEPEC, GRO",2017-01-02,07:16:36,revisado
2017-01-02,02:31:38,3.8,15.3898,-92.9793,5.7,"11 km al SUROESTE de MAPASTEPEC, CHIS",2017-01-02,08:31:38,revisado
2017-01-02,04:20:35,3.5,16.1527,-98.517,5.0,"54 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-02,10:20:35,revisado
2017-01-02,04:22:50,3.6,15.7298,-95.5703,15.0,"61 km al ESTE de CRUCECITA, OAX",2017-01-02,10:22:50,revisado
2017-01-02,04:51:49,3.4,19.03,-104.117,12.7,"19 km al NOROESTE de CD DE ARMERIA, COL",2017-01-02,10:51:49,revisado
2017-01-02,07:18:35,3.2,16.345,-98.6203,12.5,"44 km al SUROESTE de OMETEPEC, GRO",2017-01-02,13:18:35,revisado
2017-01-02,07:59:08,3.3,17.1775,-95.3072,107.7,"44 km al NOROESTE de MATIAS ROMERO, OAX",2017-01-02,13:59:08,revisado
2017-01-02,08:03:28,2.9,16.329,-98.28,14.0,"24 km al OESTE de PINOTEPA NACIONAL, OAX",2017-01-02,14:03:28,revisado
2017-01-02,08:22:43,3.1,16.241,-98.037,4.4,"11 km al SUR de PINOTEPA NACIONAL, OAX",2017-01-02,14:22:43,revisado
2017-01-02,08:48:51,3.8,15.7138,-93.7342,89.8,"41 km al SUR de TONALA, CHIS",2017-01-02,14:48:51,revisado
2017-01-02,09:00:49,3.5,16.478,-98.2802,29.9,"26 km al SURESTE de OMETEPEC, GRO",2017-01-02,15:00:49,revisado
2017-01-02,09:08:58,3.2,16.3388,-97.785,29.1,"29 km al ESTE de PINOTEPA NACIONAL, OAX",2017-01-02,15:08:58,revisado
2017-01-02,09:37:29,3.6,16.2868,-98.0973,14.6,"8 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-02,15:37:29,revisado
2017-01-02,10:15:53,3.2,16.0633,-97.8122,20.0,"40 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-01-02,16:15:53,revisado
2017-01-02,10:41:11,3.4,16.5202,-98.2555,21.8,"24 km al SURESTE de OMETEPEC, GRO",2017-01-02,16:41:11,revisado
2017-01-02,10:57:04,3.5,16.1338,-97.5797,29.4,"21 km al NOROESTE de RIO GRANDE, OAX",2017-01-02,16:57:04,revisado
2017-01-02,11:34:03,3.2,16.2282,-98.0452,4.5,"13 km al SUR de PINOTEPA NACIONAL, OAX",2017-01-02,17:34:03,revisado
2017-01-02,11:41:59,3.4,18.5548,-103.062,25.1,"27 km al SURESTE de COALCOMAN, MICH",2017-01-02,17:41:59,revisado
2017-01-02,12:53:53,3.0,16.2115,-98.124,11.4,"16 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-02,18:53:53,revisado
2017-01-02,13:00:05,3.6,16.6555,-94.0985,123.6,"40 km al OESTE de CINTALAPA, CHIS",2017-01-02,19:00:05,revisado
2017-01-02,13:03:52,3.4,16.2245,-98.0553,6.3,"13 km al SUR de PINOTEPA NACIONAL, OAX",2017-01-02,19:03:52,revisado
2017-01-02,13:12:33,3.2,16.4777,-98.53,20.0,"26 km al SUROESTE de OMETEPEC, GRO",2017-01-02,19:12:33,revisado
2017-01-02,13:28:53,3.5,15.0737,-92.3113,161.6,"18 km al SURESTE de HUIXTLA, CHIS",2017-01-02,19:28:53,revisado
2017-01-02,13:48:11,3.6,17.7578,-101.329,50.4,"25 km al NORTE de PETATLAN, GRO",2017-01-02,19:48:11,revisado
2017-01-02,14:05:01,3.4,31.9583,-115.822,10.0,"75 km al ESTE de ENSENADA, BC",2017-01-02,20:05:01,revisado
2017-01-02,14:31:31,3.3,14.862,-92.9498,83.7,"60 km al SUROESTE de HUIXTLA, CHIS",2017-01-02,20:31:31,revisado
2017-01-02,14:54:23,3.6,16.0037,-98.5538,11.7,"65 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-02,20:54:23,revisado
2017-01-02,15:40:52,3.1,16.5083,-98.2787,24.6,"24 km al SURESTE de OMETEPEC, GRO",2017-01-02,21:40:52,revisado
2017-01-02,15:48:36,3.5,17.9637,-96.655,76.1,"58 km al OESTE de TUXTEPEC, OAX",2017-01-02,21:48:36,revisado
2017-01-02,16:15:59,3.0,16.5133,-98.4425,15.0,"19 km al SUR de OMETEPEC, GRO",2017-01-02,22:15:59,revisado
2017-01-02,16:32:59,3.1,16.2347,-98.0353,15.0,"12 km al SUR de PINOTEPA NACIONAL, OAX",2017-01-02,22:32:59,revisado
2017-01-02,17:23:46,3.8,15.7362,-93.8375,86.8,"40 km al SUR de TONALA, CHIS",2017-01-02,23:23:46,revisado
2017-01-02,19:29:29,3.3,20.4287,-105.164,4.0,"22 km al SURESTE de PUERTO VALLARTA, JAL",2017-01-03,01:29:29,revisado
2017-01-02,20:51:55,3.8,27.578,-112.565,36.1,"40 km al NOROESTE de SANTA ROSALIA, BCS",2017-01-03,02:51:55,revisado
2017-01-02,22:03:34,3.3,16.9817,-94.9307,28.4,"17 km al NORESTE de MATIAS ROMERO, OAX",2017-01-03,04:03:34,revisado
2017-01-02,22:05:16,3.9,15.7045,-95.1002,27.5,"54 km al SUR de SALINA CRUZ, OAX",2017-01-03,04:05:16,revisado
2017-01-02,23:05:53,3.7,17.4198,-95.8135,91.3,"74 km al SUROESTE de ISLA, VER",2017-01-03,05:05:53,revisado
2017-01-02,23:09:39,3.4,18.0418,-99.5308,15.3,"33 km al SUR de IGUALA, GRO",2017-01-03,05:09:39,revisado
2017-01-02,23:40:27,3.4,17.3503,-95.1723,117.0,"55 km al NORTE de MATIAS ROMERO, OAX",2017-01-03,05:40:27,revisado
2017-01-03,01:34:23,4.4,14.4667,-93.0627,19.9,"98 km al SUROESTE de HUIXTLA, CHIS",2017-01-03,07:34:23,revisado
2017-01-03,01:55:39,3.8,15.2352,-95.6052,15.4,"82 km al SURESTE de CRUCECITA, OAX",2017-01-03,07:55:39,revisado
2017-01-03,03:07:20,3.3,19.3418,-105.149,13.0,"63 km al OESTE de CIHUATLAN, JAL",2017-01-03,09:07:20,revisado
2017-01-03,03:28:17,3.5,16.2183,-98.6213,16.1,"56 km al SUROESTE de OMETEPEC, GRO",2017-01-03,09:28:17,revisado
2017-01-03,04:07:08,3.4,18.4222,-100.537,58.2,"15 km al NORESTE de CD ALTAMIRANO, GRO",2017-01-03,10:07:08,revisado
2017-01-03,04:48:19,3.6,16.5893,-99.5885,7.7,"31 km al SUROESTE de SAN MARCOS, GRO",2017-01-03,10:48:19,revisado
2017-01-03,06:18:36,3.5,16.8732,-95.3687,94.0,"35 km al OESTE de MATIAS ROMERO, OAX",2017-01-03,12:18:36,revisado
2017-01-03,06:33:43,3.6,18.2165,-101.995,16.4,"32 km al NORESTE de LAS GUACAMAYAS, MICH",2017-01-03,12:33:43,revisado
2017-01-03,06:42:24,3.5,16.4112,-93.2125,76.3,"20 km al NORESTE de VILLAFLORES, CHIS",2017-01-03,12:42:24,revisado
2017-01-03,06:54:32,3.3,16.2538,-98.4927,5.0,"48 km al OESTE de PINOTEPA NACIONAL, OAX",2017-01-03,12:54:32,revisado
2017-01-03,06:57:46,3.4,15.6678,-96.562,32.1,"13 km al SUROESTE de S PEDRO POCHUTLA, OAX",2017-01-03,12:57:46,revisado
2017-01-03,07:40:04,3.6,17.8217,-101.748,16.2,"29 km al NOROESTE de ZIHUATANEJO, GRO",2017-01-03,13:40:04,revisado
2017-01-03,07:43:48,3.5,14.2945,-92.2992,64.3,"45 km al SUROESTE de CD HIDALGO, CHIS",2017-01-03,13:43:48,revisado
2017-01-03,08:23:07,3.4,17.0535,-98.5012,45.6,"42 km al NORTE de OMETEPEC, GRO",2017-01-03,14:23:07,revisado
2017-01-03,08:33:10,3.4,17.0203,-98.0577,7.3,"49 km al SUROESTE de H TLAXIACO, OAX",2017-01-03,14:33:10,revisado
2017-01-03,08:41:30,3.3,19.094,-104.121,28.9,"21 km al ESTE de MANZANILLO, COL",2017-01-03,14:41:30,revisado
2017-01-03,09:41:59,3.0,31.9433,-116.253,15.1,"35 km al ESTE de ENSENADA, BC",2017-01-03,15:41:59,revisado
2017-01-03,10:06:53,3.3,17.0233,-98.0287,10.7,"46 km al SUROESTE de H TLAXIACO, OAX",2017-01-03,16:06:53,revisado
2017-01-03,10:13:06,3.8,15.4663,-92.9553,106.9,"7 km al NOROESTE de MAPASTEPEC, CHIS",2017-01-03,16:13:06,revisado
2017-01-03,10:30:10,3.3,19.1085,-104.067,12.4,"22 km al NOROESTE de CD DE ARMERIA, COL",2017-01-03,16:30:10,revisado
2017-01-03,10:39:43,3.4,18.5855,-104.118,32.9,"42 km al SUROESTE de CD DE ARMERIA, COL",2017-01-03,16:39:43,revisado
2017-01-03,10:48:20,3.5,16.1382,-98.2955,7.7,"34 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-03,16:48:20,revisado
2017-01-03,11:04:07,3.4,16.3435,-96.2333,15.6,"38 km al ESTE de MIAHUATLAN, OAX",2017-01-03,17:04:07,revisado
2017-01-03,11:21:27,3.6,16.167,-98.3907,10.7,"41 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-03,17:21:27,revisado
2017-01-03,11:45:14,3.2,17.3725,-95.2997,108.7,"62 km al NOROESTE de MATIAS ROMERO, OAX",2017-01-03,17:45:14,revisado
2017-01-03,11:53:28,3.3,16.4185,-97.8477,5.1,"23 km al NORESTE de PINOTEPA NACIONAL, OAX",2017-01-03,17:53:28,revisado
2017-01-03,12:03:06,3.4,16.2362,-97.8863,15.0,"21 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-01-03,18:03:06,revisado
2017-01-03,12:49:12,3.4,14.9853,-93.3972,17.6,"74 km al SUROESTE de MAPASTEPEC, CHIS",2017-01-03,18:49:12,revisado
2017-01-03,12:57:06,3.5,16.9055,-98.9072,9.0,"53 km al ESTE de SAN MARCOS, GRO",2017-01-03,18:57:06,revisado
2017-01-03,14:07:28,3.2,16.2342,-98.2545,7.2,"25 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-03,20:07:28,revisado
2017-01-03,14:19:32,3.3,16.2767,-97.4183,41.6,"29 km al NORTE de RIO GRANDE, OAX",2017-01-03,20:19:32,revisado
2017-01-03,14:23:42,3.6,18.5208,-96.1807,106.8,"21 km al NORESTE de TIERRA BLANCA, VER",2017-01-03,20:23:42,revisado
2017-01-03,14:26:21,3.5,15.0188,-93.1508,5.0,"54 km al SUROESTE de MAPASTEPEC, CHIS",2017-01-03,20:26:21,revisado
2017-01-03,14:27:51,3.6,17.4287,-102.609,10.0,"72 km al SUROESTE de CD LAZARO CARDENAS, MICH",2017-01-03,20:27:51,revisado
2017-01-03,14:31:30,3.1,16.2127,-97.5458,30.1,"25 km al NOROESTE de RIO GRANDE, OAX",2017-01-03,20:31:30,revisado
2017-01-03,14:37:38,3.3,17.7562,-94.8667,120.5,"17 km al SURESTE de SAYULA DE ALEMAN, VER",2017-01-03,20:37:38,revisado
2017-01-03,16:43:54,3.3,17.5007,-97.242,57.1,"43 km al SURESTE de TEPELMEME, OAX",2017-01-03,22:43:54,revisado
2017-01-03,17:04:35,3.5,17.2143,-97.0167,64.5,"28 km al NOROESTE de STA MARIA ATZOMPA, OAX",2017-01-03,23:04:35,revisado
2017-01-03,17:54:38,3.5,17.3858,-100.87,60.3,"31 km al NOROESTE de TECPAN, GRO",2017-01-03,23:54:38,revisado
2017-01-03,18:21:10,3.6,18.0373,-100.321,55.3,"31 km al SUR de ARCELIA, GRO",2017-01-04,00:21:10,revisado
2017-01-03,19:11:02,3.6,17.162,-94.9957,119.5,"32 km al NORTE de MATIAS ROMERO, OAX",2017-01-04,01:11:02,revisado
2017-01-03,19:12:31,3.5,16.5963,-98.5547,9.5,"19 km al SUROESTE de OMETEPEC, GRO",2017-01-04,01:12:31,revisado
2017-01-03,19:37:58,3.6,15.3442,-93.4983,78.4,"49 km al SUROESTE de PIJIJIAPAN, CHIS",2017-01-04,01:37:58,revisado
2017-01-03,19:53:22,3.9,17.1588,-94.059,167.6,"63 km al NOROESTE de CINTALAPA, CHIS",2017-01-04,01:53:22,revisado
2017-01-03,20:46:06,3.6,15.6407,-98.602,16.3,"97 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-04,02:46:06,revisado
2017-01-03,21:16:38,3.8,19.6383,-105.422,23.4,"101 km al NOROESTE de CIHUATLAN, JAL",2017-01-04,03:16:38,revisado
2017-01-03,21:17:46,3.7,15.816,-98.4203,8.6,"70 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-04,03:17:46,revisado
2017-01-03,21:36:56,3.9,19.192,-104.218,37.5,"19 km al NORESTE de MANZANILLO, COL",2017-01-04,03:36:56,revisado
2017-01-03,21:43:48,3.4,16.492,-99.3002,16.1,"35 km al SURESTE de SAN MARCOS, GRO",2017-01-04,03:43:48,revisado
2017-01-03,21:45:40,3.4,16.5198,-98.4807,18.5,"20 km al SUROESTE de OMETEPEC, GRO",2017-01-04,03:45:40,revisado
2017-01-03,21:57:08,3.8,27.9532,-112.031,5.0,"72 km al NORESTE de SANTA ROSALIA, BCS",2017-01-04,03:57:08,revisado
2017-01-04,00:16:07,3.6,17.1433,-100.866,26.0,"27 km al SUROESTE de TECPAN, GRO",2017-01-04,06:16:07,revisado
2017-01-04,00:21:49,3.4,15.9492,-97.1678,36.3,"14 km al NOROESTE de PUERTO ESCONDIDO, OAX",2017-01-04,06:21:49,revisado
2017-01-04,00:44:26,3.7,15.8957,-93.5825,93.1,"28 km al SURESTE de TONALA, CHIS",2017-01-04,06:44:26,revisado
2017-01-04,01:49:27,3.7,16.383,-97.925,30.7,"14 km al NORESTE de PINOTEPA NACIONAL, OAX",2017-01-04,07:49:27,revisado
2017-01-04,02:35:12,3.7,16.0677,-99.2378,16.3,"82 km al SUR de SAN MARCOS, GRO",2017-01-04,08:35:12,revisado
2017-01-04,03:20:49,3.4,17.283,-100.708,28.0,"11 km al NOROESTE de TECPAN, GRO",2017-01-04,09:20:49,revisado
2017-01-04,04:14:41,3.7,15.7488,-92.7965,155.7,"35 km al NORESTE de MAPASTEPEC, CHIS",2017-01-04,10:14:41,revisado
2017-01-04,04:27:34,3.9,14.768,-93.3042,16.6,"87 km al SUROESTE de MAPASTEPEC, CHIS",2017-01-04,10:27:34,revisado
2017-01-04,04:36:11,3.2,31.6972,-115.798,15.3,"73 km al ESTE de RODOLFO SANCHEZ T(MRO), BC",2017-01-04,10:36:11,revisado
2017-01-04,06:16:51,3.6,16.6953,-94.7527,109.8,"26 km al NORESTE de UNION HIDALGO, OAX",2017-01-04,12:16:51,revisado
2017-01-04,07:45:17,3.6,16.334,-97.974,5.2,"8 km al ESTE de PINOTEPA NACIONAL, OAX",2017-01-04,13:45:17,revisado
2017-01-04,09:36:42,3.8,16.145,-99.3182,16.1,"72 km al SUR de SAN MARCOS, GRO",2017-01-04,15:36:42,revisado
2017-01-04,10:07:56,3.2,18.1887,-100.285,55.7,"14 km al SUR de ARCELIA, GRO",2017-01-04,16:07:56,revisado
2017-01-04,11:44:15,3.2,16.3615,-98.227,21.0,"19 km al OESTE de PINOTEPA NACIONAL, OAX",2017-01-04,17:44:15,revisado
2017-01-04,12:29:35,4.1,17.012,-94.084,149.9,"52 km al NOROESTE de CINTALAPA, CHIS",2017-01-04,18:29:35,revisado
2017-01-04,12:31:56,3.8,18.114,-100.231,52.4,"23 km al SUR de ARCELIA, GRO",2017-01-04,18:31:56,revisado
2017-01-04,12:50:50,3.7,16.103,-95.6582,16.0,"50 km al OESTE de SALINA CRUZ, OAX",2017-01-04,18:50:50,revisado
2017-01-04,13:10:13,3.5,16.0978,-98.2877,13.6,"37 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-04,19:10:13,revisado
2017-01-04,13:15:40,3.2,15.9047,-97.7315,16.1,"34 km al SUROESTE de RIO GRANDE, OAX",2017-01-04,19:15:40,revisado
2017-01-04,14:56:18,4.0,17.3408,-94.3153,163.9,"67 km al SUROESTE de LAS CHOAPAS, VER",2017-01-04,20:56:18,revisado
2017-01-04,15:42:45,3.5,16.5003,-97.4683,4.3,"54 km al NORTE de RIO GRANDE, OAX",2017-01-04,21:42:45,revisado
2017-01-04,17:09:05,3.0,16.4403,-97.588,41.0,"50 km al NOROESTE de RIO GRANDE, OAX",2017-01-04,23:09:05,revisado
2017-01-04,17:31:06,3.5,15.4583,-98.543,5.0,"111 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-01-04,23:31:06,revisado
2017-01-04,17:41:18,3.8,15.3945,-94.7393,16.5,"100 km al SURESTE de SALINA CRUZ, OAX",2017-01-04,23:41:18,revisado
